rank,song,artist,last-week,peak-rank,weeks-on-board,date
93,I Belong To You,Lenny Kravitz,90,71,9,2000-05-20
94,Lessons Learned,Tracy Lawrence,93,40,17,2000-05-20
95,Monica,Before Dark,,95,1,2000-05-20
96,No Mercy,Ty Herndon,95,92,8,2000-05-20
97,From The Bottom Of My Broken Heart,Britney Spears,81,14,17,2000-05-20
98,Falls Apart,Sugar Ray,97,29,19,2000-05-20
99,Shut Up,"Trick Daddy Featuring Duece Poppito, Trina, Co",,99,1,2000-05-20
100,Another Dumb Blonde,Hoku,80,27,14,2000-05-20
1,Maria Maria,Santana Featuring The Product G&B,1,1,14,2000-05-13
2,He Wasn't Man Enough,Toni Braxton,2,2,9,2000-05-13
3,Breathe,Faith Hill,3,2,28,2000-05-13
4,Thong Song,Sisqo,4,4,16,2000-05-13
5,Say My Name,Destiny's Child,5,1,21,2000-05-13
6,I Try,Macy Gray,7,6,13,2000-05-13
7,Bye Bye Bye,'N Sync,6,4,16,2000-05-13
8,Everything You Want,Vertical Horizon,8,8,17,2000-05-13
9,Be With You,Enrique Iglesias,12,9,7,2000-05-13
10,Amazed,Lonestar,9,1,41,2000-05-13
11,It Feels So Good,Sonique,10,8,17,2000-05-13
12,Try Again,Aaliyah,14,12,9,2000-05-13
13,You Sang To Me,Marc Anthony,13,13,12,2000-05-13
14,I Wanna Know,Joe,11,11,20,2000-05-13
15,There You Go,P!nk,15,7,11,2000-05-13
16,Higher,Creed,22,16,28,2000-05-13
17,Wobble Wobble,504 Boyz,17,17,5,2000-05-13
18,Smooth,Santana Featuring Rob Thomas,16,1,42,2000-05-13
19,Oops!...I Did It Again,Britney Spears,26,19,4,2000-05-13
20,I Wish,Carl Thomas,24,20,8,2000-05-13
21,I Turn To You,Christina Aguilera,28,21,5,2000-05-13
22,Never Let You Go,Third Eye Blind,21,14,17,2000-05-13
23,Get It On Tonite,Montell Jordan,18,4,30,2000-05-13
24,Otherside,Red Hot Chili Peppers,29,24,14,2000-05-13
25,Only God Knows Why,Kid Rock,25,19,13,2000-05-13
26,Show Me The Meaning Of Being Lonely,Backstreet Boys,23,6,20,2000-05-13
27,Party Up (Up In Here),DMX,27,27,12,2000-05-13
28,Shackles (Praise You),Mary Mary,34,28,8,2000-05-13
29,Bent,matchbox twenty,37,29,3,2000-05-13
30,Separated,Avant,32,30,3,2000-05-13
31,Crash And Burn,Savage Garden,33,31,6,2000-05-13
32,The Real Slim Shady,Eminem,70,32,2,2000-05-13
33,Big Pimpin',Jay-Z Featuring UGK,39,33,4,2000-05-13
34,I Knew I Loved You,Savage Garden,30,1,30,2000-05-13
35,That's The Way It Is,Celine Dion,31,6,27,2000-05-13
36,Better Off Alone,Alice Deejay,45,36,6,2000-05-13
37,I Need To Know,Marc Anthony,35,3,36,2000-05-13
38,Goodbye Earl,Dixie Chicks,19,19,9,2000-05-13
39,The Best Day,George Strait,36,31,16,2000-05-13
40,Buy Me A Rose,Kenny Rogers With Alison Krauss & Billy Dean,40,40,10,2000-05-13
41,The Way You Love Me,Faith Hill,41,41,10,2000-05-13
42,Broadway,Goo Goo Dolls,53,42,4,2000-05-13
43,How Do You Like Me Now?!,Toby Keith,38,31,16,2000-05-13
44,Swear It Again,Westlife,46,44,7,2000-05-13
45,This Time Around,Hanson,20,20,4,2000-05-13
46,Graduation (Friends Forever),Vitamin C,54,46,5,2000-05-13
47,Yes!,Chad Brock,59,47,6,2000-05-13
48,She's More,Andy Griggs,51,48,10,2000-05-13
49,Nothing As It Seems,Pearl Jam,,49,1,2000-05-13
50,Where I Wanna Be,Donell Jones,65,50,4,2000-05-13
51,The Chain Of Love,Clay Walker,57,51,5,2000-05-13
52,Carlene,Phil Vassar,50,45,11,2000-05-13
53,Been There,Clint Black With Steve Wariner,55,44,13,2000-05-13
54,Whoa!,Black Rob,58,43,11,2000-05-13
55,Best Of Me,Mya Featuring Jadakiss,62,55,5,2000-05-13
56,Couldn't Last A Moment,Collin Raye,63,56,9,2000-05-13
57,Kryptonite,3 Doors Down,66,57,6,2000-05-13
58,Forgot About Dre,Dr. Dre Featuring Eminem,47,25,17,2000-05-13
59,Someday Out Of The Blue,Elton John,49,49,4,2000-05-13
60,Back Here,BBMak,86,60,3,2000-05-13
61,I Like It,Sammie,52,24,16,2000-05-13
62,What I Need To Do,Kenny Chesney,69,62,7,2000-05-13
63,I Don't Wanna,Aaliyah,61,35,16,2000-05-13
64,Love's The Only House,Martina McBride,60,42,15,2000-05-13
65,Mirror Mirror,M2M,68,65,7,2000-05-13
66,Let's Get Married,Jagged Edge,77,66,2,2000-05-13
67,You Owe Me,NAS Featuring Ginuwine,67,59,8,2000-05-13
68,Give Me You,Mary J. Blige,76,68,5,2000-05-13
69,Unconditional,Clay Davidson,74,69,8,2000-05-13
70,It's Gonna Be Me,'N Sync,82,70,2,2000-05-13
71,Absolutely (Story Of A Girl),Nine Days,85,71,2,2000-05-13
72,That's What I'm Looking For,Da Brat,71,56,12,2000-05-13
73,Purest Of Pain (A Puro Dolor),Son By Four,72,72,6,2000-05-13
74,"Jumpin', Jumpin'",Destiny's Child,,74,1,2000-05-13
75,More,Trace Adkins,84,75,3,2000-05-13
76,Some Things Never Change,Tim McGraw,,76,1,2000-05-13
77,Another Nine Minutes,Yankee Grey,83,77,3,2000-05-13
78,Prayin' For Daylight,Rascal Flatts,87,78,2,2000-05-13
79,It's So Hard,Big Punisher Featuring Donell Jones,75,75,4,2000-05-13
80,Another Dumb Blonde,Hoku,56,27,13,2000-05-13
81,From The Bottom Of My Broken Heart,Britney Spears,64,14,16,2000-05-13
82,The Bad Touch,Bloodhound Gang,80,52,9,2000-05-13
83,I Hope You Dance,Lee Ann Womack,,83,1,2000-05-13
84,With Arms Wide Open,Creed,,84,1,2000-05-13
85,Whistle While You Twurk,Ying Yang Twins,78,74,9,2000-05-13
86,I Disappear,Metallica,,86,1,2000-05-13
87,Me Neither,Brad Paisley,,87,1,2000-05-13
88,Flowers On The Wall,Eric Heatherly,88,88,3,2000-05-13
89,I'll Be,Reba McEntire,,89,1,2000-05-13
90,I Belong To You,Lenny Kravitz,90,71,8,2000-05-13
91,I Don't Wanna Kiss You Goodnight,LFO,73,61,5,2000-05-13
92,Love Sets You Free,Kelly Price & Friends,,92,1,2000-05-13
93,Lessons Learned,Tracy Lawrence,81,40,16,2000-05-13
94,Untitled (How Does It Feel),D'Angelo,79,25,17,2000-05-13
95,No Mercy,Ty Herndon,92,92,7,2000-05-13
96,(Hot S**t) Country Grammar,Nelly,99,96,3,2000-05-13
97,Falls Apart,Sugar Ray,89,29,18,2000-05-13
98,Desert Rose,Sting Featuring Cheb Mami,,98,1,2000-05-13
99,Back At One,Mark Wills,94,36,18,2000-05-13
100,I Need A Hot Girl,Hot Boys,95,65,13,2000-05-13
1,Maria Maria,Santana Featuring The Product G&B,1,1,13,2000-05-06
2,He Wasn't Man Enough,Toni Braxton,3,2,8,2000-05-06
3,Breathe,Faith Hill,2,2,27,2000-05-06
4,Thong Song,Sisqo,4,4,15,2000-05-06
5,Say My Name,Destiny's Child,5,1,20,2000-05-06
6,Bye Bye Bye,'N Sync,6,4,15,2000-05-06
7,I Try,Macy Gray,7,7,12,2000-05-06
8,Everything You Want,Vertical Horizon,9,8,16,2000-05-06
9,Amazed,Lonestar,8,1,40,2000-05-06
10,It Feels So Good,Sonique,10,8,16,2000-05-06
11,I Wanna Know,Joe,11,11,19,2000-05-06
12,Be With You,Enrique Iglesias,17,12,6,2000-05-06
13,You Sang To Me,Marc Anthony,13,13,11,2000-05-06
14,Try Again,Aaliyah,16,14,8,2000-05-06
15,There You Go,P!nk,14,7,10,2000-05-06
16,Smooth,Santana Featuring Rob Thomas,12,1,41,2000-05-06
17,Wobble Wobble,504 Boyz,25,17,4,2000-05-06
18,Get It On Tonite,Montell Jordan,15,4,29,2000-05-06
19,Goodbye Earl,Dixie Chicks,20,19,8,2000-05-06
20,This Time Around,Hanson,22,20,3,2000-05-06
21,Never Let You Go,Third Eye Blind,18,14,16,2000-05-06
22,Higher,Creed,23,22,27,2000-05-06
23,Show Me The Meaning Of Being Lonely,Backstreet Boys,19,6,19,2000-05-06
24,I Wish,Carl Thomas,28,24,7,2000-05-06
25,Only God Knows Why,Kid Rock,21,19,12,2000-05-06
26,Oops!...I Did It Again,Britney Spears,38,26,3,2000-05-06
27,Party Up (Up In Here),DMX,27,27,11,2000-05-06
28,I Turn To You,Christina Aguilera,30,28,4,2000-05-06
29,Otherside,Red Hot Chili Peppers,29,29,13,2000-05-06
30,I Knew I Loved You,Savage Garden,24,1,29,2000-05-06
31,That's The Way It Is,Celine Dion,26,6,26,2000-05-06
32,Separated,Avant,62,32,2,2000-05-06
33,Crash And Burn,Savage Garden,36,33,5,2000-05-06
34,Shackles (Praise You),Mary Mary,37,34,7,2000-05-06
35,I Need To Know,Marc Anthony,31,3,35,2000-05-06
36,The Best Day,George Strait,33,31,15,2000-05-06
37,Bent,matchbox twenty,60,37,2,2000-05-06
38,How Do You Like Me Now?!,Toby Keith,35,31,15,2000-05-06
39,Big Pimpin',Jay-Z Featuring UGK,52,39,3,2000-05-06
40,Buy Me A Rose,Kenny Rogers With Alison Krauss & Billy Dean,43,40,9,2000-05-06
41,The Way You Love Me,Faith Hill,42,41,9,2000-05-06
42,Bring It All To Me,Blaque,32,5,29,2000-05-06
43,All The Small Things,Blink-182,41,6,23,2000-05-06
44,What A Girl Wants,Christina Aguilera,39,1,24,2000-05-06
45,Better Off Alone,Alice Deejay,48,45,5,2000-05-06
46,Swear It Again,Westlife,55,46,6,2000-05-06
47,Forgot About Dre,Dr. Dre Featuring Eminem,34,25,16,2000-05-06
48,Back At One,Brian McKnight,40,2,37,2000-05-06
49,Someday Out Of The Blue,Elton John,56,49,3,2000-05-06
50,Carlene,Phil Vassar,45,45,10,2000-05-06
51,She's More,Andy Griggs,51,51,9,2000-05-06
52,I Like It,Sammie,46,24,15,2000-05-06
53,Broadway,Goo Goo Dolls,58,53,3,2000-05-06
54,Graduation (Friends Forever),Vitamin C,54,54,4,2000-05-06
55,Been There,Clint Black With Steve Wariner,44,44,12,2000-05-06
56,Another Dumb Blonde,Hoku,53,27,12,2000-05-06
57,The Chain Of Love,Clay Walker,57,57,4,2000-05-06
58,Whoa!,Black Rob,47,43,10,2000-05-06
59,Yes!,Chad Brock,61,59,5,2000-05-06
60,Love's The Only House,Martina McBride,50,42,14,2000-05-06
61,I Don't Wanna,Aaliyah,49,35,15,2000-05-06
62,Best Of Me,Mya Featuring Jadakiss,65,62,4,2000-05-06
63,Couldn't Last A Moment,Collin Raye,63,63,8,2000-05-06
64,From The Bottom Of My Broken Heart,Britney Spears,64,14,15,2000-05-06
65,Where I Wanna Be,Donell Jones,71,65,3,2000-05-06
66,Kryptonite,3 Doors Down,67,66,5,2000-05-06
67,You Owe Me,NAS Featuring Ginuwine,59,59,7,2000-05-06
68,Mirror Mirror,M2M,75,68,6,2000-05-06
69,What I Need To Do,Kenny Chesney,69,68,6,2000-05-06
70,The Real Slim Shady,Eminem,,70,1,2000-05-06
71,That's What I'm Looking For,Da Brat,70,56,11,2000-05-06
72,Purest Of Pain (A Puro Dolor),Son By Four,79,72,5,2000-05-06
73,I Don't Wanna Kiss You Goodnight,LFO,68,61,4,2000-05-06
74,Unconditional,Clay Davidson,78,74,7,2000-05-06
75,It's So Hard,Big Punisher Featuring Donell Jones,87,75,3,2000-05-06
76,Give Me You,Mary J. Blige,77,76,4,2000-05-06
77,Let's Get Married,Jagged Edge,,77,1,2000-05-06
78,Whistle While You Twurk,Ying Yang Twins,74,74,8,2000-05-06
79,Untitled (How Does It Feel),D'Angelo,73,25,16,2000-05-06
80,The Bad Touch,Bloodhound Gang,72,52,8,2000-05-06
81,Lessons Learned,Tracy Lawrence,66,40,15,2000-05-06
82,It's Gonna Be Me,'N Sync,,82,1,2000-05-06
83,Another Nine Minutes,Yankee Grey,86,83,2,2000-05-06
84,More,Trace Adkins,84,84,2,2000-05-06
85,Absolutely (Story Of A Girl),Nine Days,,85,1,2000-05-06
86,Back Here,BBMak,99,86,2,2000-05-06
87,Prayin' For Daylight,Rascal Flatts,,87,1,2000-05-06
88,Flowers On The Wall,Eric Heatherly,95,88,2,2000-05-06
89,Falls Apart,Sugar Ray,80,29,17,2000-05-06
90,I Belong To You,Lenny Kravitz,83,71,7,2000-05-06
91,Real Live Woman,Trisha Yearwood,81,81,6,2000-05-06
92,No Mercy,Ty Herndon,94,92,6,2000-05-06
93,Where You Are,Jessica Simpson Featuring Nick Lachey,76,62,6,2000-05-06
94,Back At One,Mark Wills,90,36,17,2000-05-06
95,I Need A Hot Girl,Hot Boys,92,65,12,2000-05-06
96,"Left, Right, Left",Drama,98,73,13,2000-05-06
97,Mr. Too Damn Good,Gerald Levert,88,76,8,2000-05-06
98,It Was,Chely Wright,85,64,10,2000-05-06
99,(Hot S**t) Country Grammar,Nelly,100,99,2,2000-05-06
100,U Don't Love Me,Kumbia Kings Featuring A.B. Quintanilla,89,62,10,2000-05-06
1,Maria Maria,Santana Featuring The Product G&B,1,1,12,2000-04-29
2,Breathe,Faith Hill,2,2,26,2000-04-29
3,He Wasn't Man Enough,Toni Braxton,24,3,7,2000-04-29
4,Thong Song,Sisqo,5,4,14,2000-04-29
5,Say My Name,Destiny's Child,3,1,19,2000-04-29
6,Bye Bye Bye,'N Sync,4,4,14,2000-04-29
7,I Try,Macy Gray,7,7,11,2000-04-29
8,Amazed,Lonestar,6,1,39,2000-04-29
9,Everything You Want,Vertical Horizon,9,9,15,2000-04-29
10,It Feels So Good,Sonique,8,8,15,2000-04-29
11,I Wanna Know,Joe,14,11,18,2000-04-29
12,Smooth,Santana Featuring Rob Thomas,11,1,40,2000-04-29
13,You Sang To Me,Marc Anthony,15,13,10,2000-04-29
14,There You Go,P!nk,12,7,9,2000-04-29
15,Get It On Tonite,Montell Jordan,10,4,28,2000-04-29
16,Try Again,Aaliyah,18,16,7,2000-04-29
17,Be With You,Enrique Iglesias,23,17,5,2000-04-29
18,Never Let You Go,Third Eye Blind,17,14,15,2000-04-29
19,Show Me The Meaning Of Being Lonely,Backstreet Boys,13,6,18,2000-04-29
20,Goodbye Earl,Dixie Chicks,20,20,7,2000-04-29
21,Only God Knows Why,Kid Rock,19,19,11,2000-04-29
22,This Time Around,Hanson,22,22,2,2000-04-29
23,Higher,Creed,25,23,26,2000-04-29
24,I Knew I Loved You,Savage Garden,21,1,28,2000-04-29
25,Wobble Wobble,504 Boyz,34,25,3,2000-04-29
26,That's The Way It Is,Celine Dion,16,6,25,2000-04-29
27,Party Up (Up In Here),DMX,27,27,10,2000-04-29
28,I Wish,Carl Thomas,32,28,6,2000-04-29
29,Otherside,Red Hot Chili Peppers,29,29,12,2000-04-29
30,I Turn To You,Christina Aguilera,39,30,3,2000-04-29
31,I Need To Know,Marc Anthony,30,3,34,2000-04-29
32,Bring It All To Me,Blaque,26,5,28,2000-04-29
33,The Best Day,George Strait,31,31,14,2000-04-29
34,Forgot About Dre,Dr. Dre Featuring Eminem,28,25,15,2000-04-29
35,How Do You Like Me Now?!,Toby Keith,35,31,14,2000-04-29
36,Crash And Burn,Savage Garden,51,36,4,2000-04-29
37,Shackles (Praise You),Mary Mary,43,37,6,2000-04-29
38,Oops!...I Did It Again,Britney Spears,67,38,2,2000-04-29
39,What A Girl Wants,Christina Aguilera,40,1,23,2000-04-29
40,Back At One,Brian McKnight,37,2,36,2000-04-29
41,All The Small Things,Blink-182,33,6,22,2000-04-29
42,The Way You Love Me,Faith Hill,49,42,8,2000-04-29
43,Buy Me A Rose,Kenny Rogers With Alison Krauss & Billy Dean,46,43,8,2000-04-29
44,Been There,Clint Black With Steve Wariner,44,44,11,2000-04-29
45,Carlene,Phil Vassar,45,45,9,2000-04-29
46,I Like It,Sammie,36,24,14,2000-04-29
47,Whoa!,Black Rob,47,43,9,2000-04-29
48,Better Off Alone,Alice Deejay,53,48,4,2000-04-29
49,I Don't Wanna,Aaliyah,38,35,14,2000-04-29
50,Love's The Only House,Martina McBride,42,42,13,2000-04-29
51,She's More,Andy Griggs,52,51,8,2000-04-29
52,Big Pimpin',Jay-Z Featuring UGK,69,52,2,2000-04-29
53,Another Dumb Blonde,Hoku,41,27,11,2000-04-29
54,Graduation (Friends Forever),Vitamin C,64,54,3,2000-04-29
55,Swear It Again,Westlife,55,55,5,2000-04-29
56,Someday Out Of The Blue,Elton John,56,56,2,2000-04-29
57,The Chain Of Love,Clay Walker,65,57,3,2000-04-29
58,Broadway,Goo Goo Dolls,74,58,2,2000-04-29
59,You Owe Me,NAS Featuring Ginuwine,59,59,6,2000-04-29
60,Bent,matchbox twenty,,60,1,2000-04-29
61,Yes!,Chad Brock,66,61,4,2000-04-29
62,Separated,Avant,,62,1,2000-04-29
63,Couldn't Last A Moment,Collin Raye,63,63,7,2000-04-29
64,From The Bottom Of My Broken Heart,Britney Spears,54,14,14,2000-04-29
65,Best Of Me,Mya Featuring Jadakiss,70,65,3,2000-04-29
66,Lessons Learned,Tracy Lawrence,50,40,14,2000-04-29
67,Kryptonite,3 Doors Down,68,67,4,2000-04-29
68,I Don't Wanna Kiss You Goodnight,LFO,61,61,3,2000-04-29
69,What I Need To Do,Kenny Chesney,72,68,5,2000-04-29
70,That's What I'm Looking For,Da Brat,58,56,10,2000-04-29
71,Where I Wanna Be,Donell Jones,81,71,2,2000-04-29
72,The Bad Touch,Bloodhound Gang,57,52,7,2000-04-29
73,Untitled (How Does It Feel),D'Angelo,60,25,15,2000-04-29
74,Whistle While You Twurk,Ying Yang Twins,78,74,7,2000-04-29
75,Mirror Mirror,M2M,91,75,5,2000-04-29
76,Where You Are,Jessica Simpson Featuring Nick Lachey,62,62,5,2000-04-29
77,Give Me You,Mary J. Blige,94,77,3,2000-04-29
78,Unconditional,Clay Davidson,83,78,6,2000-04-29
79,Purest Of Pain (A Puro Dolor),Son By Four,80,79,4,2000-04-29
80,Falls Apart,Sugar Ray,76,29,16,2000-04-29
81,Real Live Woman,Trisha Yearwood,82,81,5,2000-04-29
82,I Learned From The Best,Whitney Houston,73,27,11,2000-04-29
83,I Belong To You,Lenny Kravitz,71,71,6,2000-04-29
84,More,Trace Adkins,,84,1,2000-04-29
85,It Was,Chely Wright,75,64,9,2000-04-29
86,Another Nine Minutes,Yankee Grey,,86,1,2000-04-29
87,It's So Hard,Big Punisher Featuring Donell Jones,96,87,2,2000-04-29
88,Mr. Too Damn Good,Gerald Levert,86,76,7,2000-04-29
89,U Don't Love Me,Kumbia Kings Featuring A.B. Quintanilla,87,62,9,2000-04-29
90,Back At One,Mark Wills,84,36,16,2000-04-29
91,Smile,Lonestar,85,39,20,2000-04-29
92,I Need A Hot Girl,Hot Boys,90,65,11,2000-04-29
93,If You Don't Wanna Love Me,Tamar Braxton,92,89,6,2000-04-29
94,No Mercy,Ty Herndon,98,94,5,2000-04-29
95,Flowers On The Wall,Eric Heatherly,,95,1,2000-04-29
96,Feelin' So Good,Jennifer Lopez Featuring Big Pun & Fat Joe,79,51,11,2000-04-29
97,"Ryde Or Die, Chick",The Lox Featuring Timbaland And EVE,97,73,7,2000-04-29
98,"Left, Right, Left",Drama,100,73,12,2000-04-29
99,Back Here,BBMak,,99,1,2000-04-29
100,(Hot S**t) Country Grammar,Nelly,,100,1,2000-04-29
1,Maria Maria,Santana Featuring The Product G&B,1,1,11,2000-04-22
2,Breathe,Faith Hill,3,2,25,2000-04-22
3,Say My Name,Destiny's Child,2,1,18,2000-04-22
4,Bye Bye Bye,'N Sync,4,4,13,2000-04-22
5,Thong Song,Sisqo,6,5,13,2000-04-22
6,Amazed,Lonestar,5,1,38,2000-04-22
7,I Try,Macy Gray,8,7,10,2000-04-22
8,It Feels So Good,Sonique,11,8,14,2000-04-22
9,Everything You Want,Vertical Horizon,13,9,14,2000-04-22
10,Get It On Tonite,Montell Jordan,10,4,27,2000-04-22
11,Smooth,Santana Featuring Rob Thomas,12,1,39,2000-04-22
12,There You Go,P!nk,7,7,8,2000-04-22
13,Show Me The Meaning Of Being Lonely,Backstreet Boys,9,6,17,2000-04-22
14,I Wanna Know,Joe,15,14,17,2000-04-22
15,You Sang To Me,Marc Anthony,18,15,9,2000-04-22
16,That's The Way It Is,Celine Dion,14,6,24,2000-04-22
17,Never Let You Go,Third Eye Blind,16,14,14,2000-04-22
18,Try Again,Aaliyah,21,18,6,2000-04-22
19,Only God Knows Why,Kid Rock,19,19,10,2000-04-22
20,Goodbye Earl,Dixie Chicks,20,20,6,2000-04-22
21,I Knew I Loved You,Savage Garden,17,1,27,2000-04-22
22,This Time Around,Hanson,,22,1,2000-04-22
23,Be With You,Enrique Iglesias,34,23,4,2000-04-22
24,He Wasn't Man Enough,Toni Braxton,35,24,6,2000-04-22
25,Higher,Creed,28,25,25,2000-04-22
26,Bring It All To Me,Blaque,22,5,27,2000-04-22
27,Party Up (Up In Here),DMX,32,27,9,2000-04-22
28,Forgot About Dre,Dr. Dre Featuring Eminem,26,25,14,2000-04-22
29,Otherside,Red Hot Chili Peppers,29,29,11,2000-04-22
30,I Need To Know,Marc Anthony,25,3,33,2000-04-22
31,The Best Day,George Strait,33,31,13,2000-04-22
32,I Wish,Carl Thomas,39,32,5,2000-04-22
33,All The Small Things,Blink-182,23,6,21,2000-04-22
34,Wobble Wobble,504 Boyz,57,34,2,2000-04-22
35,How Do You Like Me Now?!,Toby Keith,31,31,13,2000-04-22
36,I Like It,Sammie,24,24,13,2000-04-22
37,Back At One,Brian McKnight,27,2,35,2000-04-22
38,I Don't Wanna,Aaliyah,37,35,13,2000-04-22
39,I Turn To You,Christina Aguilera,50,39,2,2000-04-22
40,What A Girl Wants,Christina Aguilera,30,1,22,2000-04-22
41,Another Dumb Blonde,Hoku,36,27,10,2000-04-22
42,Love's The Only House,Martina McBride,42,42,12,2000-04-22
43,Shackles (Praise You),Mary Mary,54,43,5,2000-04-22
44,Been There,Clint Black With Steve Wariner,44,44,10,2000-04-22
45,Carlene,Phil Vassar,47,45,8,2000-04-22
46,Buy Me A Rose,Kenny Rogers With Alison Krauss & Billy Dean,46,46,7,2000-04-22
47,Whoa!,Black Rob,43,43,8,2000-04-22
48,Then The Morning Comes,Smash Mouth,41,11,26,2000-04-22
49,The Way You Love Me,Faith Hill,49,49,7,2000-04-22
50,Lessons Learned,Tracy Lawrence,40,40,13,2000-04-22
51,Crash And Burn,Savage Garden,58,51,3,2000-04-22
52,She's More,Andy Griggs,55,52,7,2000-04-22
53,Better Off Alone,Alice Deejay,65,53,3,2000-04-22
54,From The Bottom Of My Broken Heart,Britney Spears,45,14,13,2000-04-22
55,Swear It Again,Westlife,66,55,4,2000-04-22
56,Someday Out Of The Blue,Elton John,,56,1,2000-04-22
57,The Bad Touch,Bloodhound Gang,52,52,6,2000-04-22
58,That's What I'm Looking For,Da Brat,56,56,9,2000-04-22
59,You Owe Me,NAS Featuring Ginuwine,59,59,5,2000-04-22
60,Untitled (How Does It Feel),D'Angelo,51,25,14,2000-04-22
61,I Don't Wanna Kiss You Goodnight,LFO,63,61,2,2000-04-22
62,Where You Are,Jessica Simpson Featuring Nick Lachey,62,62,4,2000-04-22
63,Couldn't Last A Moment,Collin Raye,67,63,6,2000-04-22
64,Graduation (Friends Forever),Vitamin C,81,64,2,2000-04-22
65,The Chain Of Love,Clay Walker,73,65,2,2000-04-22
66,Yes!,Chad Brock,77,66,3,2000-04-22
67,Oops!...I Did It Again,Britney Spears,,67,1,2000-04-22
68,Kryptonite,3 Doors Down,70,68,3,2000-04-22
69,Big Pimpin',Jay-Z Featuring UGK,,69,1,2000-04-22
70,Best Of Me,Mya Featuring Jadakiss,85,70,2,2000-04-22
71,I Belong To You,Lenny Kravitz,71,71,5,2000-04-22
72,What I Need To Do,Kenny Chesney,68,68,4,2000-04-22
73,I Learned From The Best,Whitney Houston,53,27,10,2000-04-22
74,Broadway,Goo Goo Dolls,,74,1,2000-04-22
75,It Was,Chely Wright,64,64,8,2000-04-22
76,Falls Apart,Sugar Ray,60,29,15,2000-04-22
77,He Can't Love U,Jagged Edge,69,15,20,2000-04-22
78,Whistle While You Twurk,Ying Yang Twins,84,78,6,2000-04-22
79,Feelin' So Good,Jennifer Lopez Featuring Big Pun & Fat Joe,61,51,10,2000-04-22
80,Purest Of Pain (A Puro Dolor),Son By Four,80,80,3,2000-04-22
81,Where I Wanna Be,Donell Jones,,81,1,2000-04-22
82,Real Live Woman,Trisha Yearwood,83,82,4,2000-04-22
83,Unconditional,Clay Davidson,90,83,5,2000-04-22
84,Back At One,Mark Wills,74,36,15,2000-04-22
85,Smile,Lonestar,78,39,19,2000-04-22
86,Mr. Too Damn Good,Gerald Levert,86,76,6,2000-04-22
87,U Don't Love Me,Kumbia Kings Featuring A.B. Quintanilla,75,62,8,2000-04-22
88,Blue (Da Ba Dee),Eiffel 65,76,6,20,2000-04-22
89,Thank God I Found You,Mariah Carey Featuring Joe & 98 Degrees,82,1,20,2000-04-22
90,I Need A Hot Girl,Hot Boys,79,65,10,2000-04-22
91,Mirror Mirror,M2M,94,87,4,2000-04-22
92,If You Don't Wanna Love Me,Tamar Braxton,89,89,5,2000-04-22
93,Because You Love Me,Jo Dee Messina,72,53,13,2000-04-22
94,Give Me You,Mary J. Blige,97,94,2,2000-04-22
95,I'm Outta Love,Anastacia,,92,2,2000-04-22
96,It's So Hard,Big Punisher Featuring Donell Jones,,96,1,2000-04-22
97,"Ryde Or Die, Chick",The Lox Featuring Timbaland And EVE,91,73,6,2000-04-22
98,No Mercy,Ty Herndon,,98,4,2000-04-22
99,Love Is Blind,Eve Featuring Faith Evans,87,34,16,2000-04-22
100,"Left, Right, Left",Drama,96,73,11,2000-04-22
1,Maria Maria,Santana Featuring The Product G&B,1,1,10,2000-04-15
2,Say My Name,Destiny's Child,2,1,17,2000-04-15
3,Breathe,Faith Hill,3,3,24,2000-04-15
4,Bye Bye Bye,'N Sync,5,4,12,2000-04-15
5,Amazed,Lonestar,4,1,37,2000-04-15
6,Thong Song,Sisqo,6,6,12,2000-04-15
7,There You Go,P!nk,7,7,7,2000-04-15
8,I Try,Macy Gray,12,8,9,2000-04-15
9,Show Me The Meaning Of Being Lonely,Backstreet Boys,8,6,16,2000-04-15
10,Get It On Tonite,Montell Jordan,9,4,26,2000-04-15
11,It Feels So Good,Sonique,13,11,13,2000-04-15
12,Smooth,Santana Featuring Rob Thomas,11,1,38,2000-04-15
13,Everything You Want,Vertical Horizon,15,13,13,2000-04-15
14,That's The Way It Is,Celine Dion,10,6,23,2000-04-15
15,I Wanna Know,Joe,17,15,16,2000-04-15
16,Never Let You Go,Third Eye Blind,16,14,13,2000-04-15
17,I Knew I Loved You,Savage Garden,14,1,26,2000-04-15
18,You Sang To Me,Marc Anthony,21,18,8,2000-04-15
